Column1;Column10;SAMPLE TEXT 1
TUTORIAL_TUTORIALTRADEPELTSINTRO_553_F;;SAMPLE TEXT 231

TUTORIAL_TUTORIALTRADEPELTSINTRO_123_M;It was [c:bR]The Trader[c:] that the old [c:bR]Trapper[c:] had mentioned!;SAMPLE TEXT 232

TUTORIAL_TUTORIALTRADEPELTSINTRO_123_F;;SAMPLE TEXT 233

TUTORIAL_TUTORIALTRADEPELTSINTRO_887_M;Her appearance was unsettling but you were mollified by her offerings.;SAMPLE TEXT 234

TUTORIAL_TUTORIALTRADEPELTSINTRO_887_F;;SAMPLE TEXT 235

GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_M;With sound of [c:bR]The Prospector[c:]'s pickaxe still ringing in your ears, you carried onwards.;SAMPLE TEXT 236

GAME_FLOW_REGIONCOMPLETEPROSPECTOR_299_F;;SAMPLE TEXT 237

GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_M;After the harrowing encounter with [c:bR]The Prospector[c:] you gathered yourself and continued onwards.;SAMPLE TEXT 238

GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#1_450_F;;SAMPLE TEXT 239

GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_M;Free of [c:bR]The Prospector[c:]'s unhinged gaze, you looked ahead.;SAMPLE TEXT 240

GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#2_998_F;;SAMPLE TEXT 241

GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_M;Wiping the dust from your trousers, you returned to your journey.;SAMPLE TEXT 242

GAME_FLOW_REGIONCOMPLETEPROSPECTOR_REPEAT_#3_420_F;;SAMPLE TEXT 243

GAME_FLOW_REGIONNEXT_878_M;Hmm...;SAMPLE TEXT 244

GAME_FLOW_REGIONNEXT_878_F;;SAMPLE TEXT 245

GAME_FLOW_REGIONNEXT_REPEAT_#1_028_M;Let me see...;SAMPLE TEXT 246

GAME_FLOW_REGIONNEXT_REPEAT_#1_028_F;;SAMPLE TEXT 247

GAME_FLOW_REGIONNEXT_REPEAT_#2_538_M;Let me think...;SAMPLE TEXT 248

GAME_FLOW_REGIONNEXT_REPEAT_#2_538_F;;SAMPLE TEXT 249

GAME_FLOW_REGIONNEXT_REPEAT_#3_761_M;Hmmm... Oh yes, I know.;SAMPLE TEXT 250

GAME_FLOW_REGIONNEXT_REPEAT_#3_761_F;;SAMPLE TEXT 251

GAME_FLOW_REGIONNEXT_REPEAT_#4_305_M;We will need another map...;SAMPLE TEXT 252

GAME_FLOW_REGIONNEXT_REPEAT_#4_305_F;;SAMPLE TEXT 253

GAME_FLOW_REGIONNEXT_REPEAT_#5_353_M;A moment...;SAMPLE TEXT 254

GAME_FLOW_REGIONNEXT_REPEAT_#5_353_F;;SAMPLE TEXT 255

GAME_FLOW_REGIONWETLANDS_688_M;The rank smell of rot and mold permeated the humid air.;SAMPLE TEXT 256

GAME_FLOW_REGIONWETLANDS_688_F;;SAMPLE TEXT 257

GAME_FLOW_REGIONWETLANDS_522_M;Every step forward was answered by some nearby slip or slither.;SAMPLE TEXT 258

GAME_FLOW_REGIONWETLANDS_522_F;;SAMPLE TEXT 259

GAME_FLOW_REGIONWETLANDS_774_M;You tread cautiously into... [c:bR]The Wetlands.[c:];SAMPLE TEXT 260

GAME_FLOW_REGIONWETLANDS_774_F;;SAMPLE TEXT 261

GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_M;The air grew thick with moisture...;SAMPLE TEXT 262

GAME_FLOW_REGIONWETLANDS_REPEAT_#1_288_F;;SAMPLE TEXT 263

GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_M;The buzzing and chirping of insects drowned out the sound of your footfalls...;SAMPLE TEXT 264

GAME_FLOW_REGIONWETLANDS_REPEAT_#1_440_F;;SAMPLE TEXT 265

GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_M;You beheld... [c:bR]The Wetlands.[c:];SAMPLE TEXT 266

GAME_FLOW_REGIONWETLANDS_REPEAT_#1_829_F;;SAMPLE TEXT 267

GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_M;As the air grew humid your boots became harder to pull from the mud.;SAMPLE TEXT 268

GAME_FLOW_REGIONWETLANDS_REPEAT_#2_111_F;;SAMPLE TEXT 269

GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_M;The dank smell of tepid water invaded your nostrils.;SAMPLE TEXT 270

GAME_FLOW_REGIONWETLANDS_REPEAT_#2_633_F;;SAMPLE TEXT 271

GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_M;You had reached... [c:bR]The Wetlands.[c:];SAMPLE TEXT 272

GAME_FLOW_REGIONWETLANDS_REPEAT_#2_432_F;;SAMPLE TEXT 273

GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_M;Tepid water flooded your boots.;SAMPLE TEXT 274

GAME_FLOW_REGIONWETLANDS_REPEAT_#3_536_F;;SAMPLE TEXT 275

GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_M;Flies swarmed around you.;SAMPLE TEXT 276

GAME_FLOW_REGIONWETLANDS_REPEAT_#3_190_F;;SAMPLE TEXT 277

GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_M;You had entered... [c:bR]The Wetlands.[c:];SAMPLE TEXT 278

GAME_FLOW_REGIONWETLANDS_REPEAT_#3_958_F;;SAMPLE TEXT 279

GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_M;A hideous swarm of insects gathered around you.;SAMPLE TEXT 280

GAME_FLOW_REGIONWETLANDS_REPEAT_#4_119_F;;SAMPLE TEXT 281

GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_M;Reptiles slipped and slithered around your feet.;SAMPLE TEXT 282

GAME_FLOW_REGIONWETLANDS_REPEAT_#4_105_F;;SAMPLE TEXT 283

GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_M;You were now engulfed by... [c:bR]The Wetlands.[c:];SAMPLE TEXT 284

GAME_FLOW_REGIONWETLANDS_REPEAT_#4_613_F;;SAMPLE TEXT 285

GAME_FLOW_REGIONALPINE_132_M;A frigid gust of wind billowed, unwelcome, into your lungs.;SAMPLE TEXT 286

GAME_FLOW_REGIONALPINE_132_F;;SAMPLE TEXT 287

GAME_FLOW_REGIONALPINE_756_M;The beauty of the falling snow failed to distract you from the chill in your bones.;SAMPLE TEXT 288

GAME_FLOW_REGIONALPINE_756_F;;SAMPLE TEXT 289

GAME_FLOW_REGIONALPINE_891_M;You had ascended to... [c:bR]The Snow Line.[c:];SAMPLE TEXT 290

GAME_FLOW_REGIONALPINE_891_F;;SAMPLE TEXT 291

GAME_FLOW_REGIONALPINE_REPEAT_#1_063_M;The relief of the fresh air quickly gave way to a bone-shaking chill.;SAMPLE TEXT 292

GAME_FLOW_REGIONALPINE_REPEAT_#1_063_F;;SAMPLE TEXT 293

GAME_FLOW_REGIONALPINE_REPEAT_#1_505_M;You guessed at the path ahead as the snow increasingly obscured it.;SAMPLE TEXT 294

GAME_FLOW_REGIONALPINE_REPEAT_#1_505_F;;SAMPLE TEXT 295

GAME_FLOW_REGIONALPINE_REPEAT_#1_787_M;You had climbed to... [c:bR]The Snow Line.[c:];SAMPLE TEXT 296

GAME_FLOW_REGIONALPINE_REPEAT_#1_787_F;;SAMPLE TEXT 297

GAME_FLOW_REGIONALPINE_REPEAT_#2_089_M;Sheets of icy snow battered your body as you fought your way up to a vantage point.;SAMPLE TEXT 298

GAME_FLOW_REGIONALPINE_REPEAT_#2_089_F;;SAMPLE TEXT 299

GAME_FLOW_REGIONALPINE_REPEAT_#2_559_M;The snow-covered trees jutted from the landscape like prickly misplaced teeth.;SAMPLE TEXT 300

GAME_FLOW_REGIONALPINE_REPEAT_#2_559_F;;SAMPLE TEXT 301

GAME_FLOW_REGIONALPINE_REPEAT_#2_019_M;You continued on through... [c:bR]The Snow Line.[c:];SAMPLE TEXT 302

GAME_FLOW_REGIONALPINE_REPEAT_#2_019_F;;SAMPLE TEXT 303

GAME_FLOW_REGIONALPINE_REPEAT_#3_072_M;The beauty of the falling snow could not distract you from the chill in your bones.;SAMPLE TEXT 304

GAME_FLOW_REGIONALPINE_REPEAT_#3_072_F;;SAMPLE TEXT 305

GAME_FLOW_REGIONALPINE_REPEAT_#3_439_M;Your body quaked in a futile attempt to maintain warmth.;SAMPLE TEXT 306

GAME_FLOW_REGIONALPINE_REPEAT_#3_439_F;;SAMPLE TEXT 307

GAME_FLOW_REGIONALPINE_REPEAT_#3_930_M;You had finally reached... [c:bR]The Snow Line.[c:];SAMPLE TEXT 308

GAME_FLOW_REGIONALPINE_REPEAT_#3_930_F;;SAMPLE TEXT 309

TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_M;My [c:bR]boss battles[c:] are high stakes tests of your aptitude.;SAMPLE TEXT 310

TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_852_F;;SAMPLE TEXT 311

TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_M;With one flame you will either overcome them or die.;SAMPLE TEXT 312

TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_944_F;;SAMPLE TEXT 313

TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_M;Fear not... I will let you keep the smoke.;SAMPLE TEXT 314

TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_628_F;;SAMPLE TEXT 315

TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_M;Sudden death.;SAMPLE TEXT 316

TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#1_726_F;;SAMPLE TEXT 317

TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_M;You will win this or you will die.;SAMPLE TEXT 318

TUTORIAL_TUTORIALBOSSBATTLEPLAYERLIVES_REPEAT_#2_667_F;;SAMPLE TEXT 319

TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_M;I hope you didn't think it would be that easy...;SAMPLE TEXT 320

TUTORIAL_TUTORIALBOSSBATTLEBOSSLIVES_914_F;;SAMPLE TEXT 321

SPECIAL_NODES_RARECARDSINTRO_605_M;You're the first in a while to overcome a boss.;SAMPLE TEXT 322

SPECIAL_NODES_RARECARDSINTRO_605_F;You're the first in a while to overcome a boss.;SAMPLE TEXT 323

SPECIAL_NODES_RARECARDSINTRO_663_M;As a reward you are granted an opportunity to select a... [c:bR]rare card[c:].;SAMPLE TEXT 324

SPECIAL_NODES_RARECARDSINTRO_663_F;;SAMPLE TEXT 325

SPECIAL_NODES_RARECARDSINTRO_384_M;Choose carefully.;SAMPLE TEXT 326

SPECIAL_NODES_RARECARDSINTRO_384_F;;SAMPLE TEXT 327

SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_M;Very well.;SAMPLE TEXT 328

SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_301_F;;SAMPLE TEXT 329

SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_M;You may choose a [c:bR]rare card[c:].;SAMPLE TEXT 330

SPECIAL_NODES_RARECARDSINTRO_REPEAT_#1_511_F;;SAMPLE TEXT 331

SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_M;Your reward?;SAMPLE TEXT 332

SPECIAL_NODES_RARECARDSINTRO_REPEAT_#2_863_F;;SAMPLE TEXT 333

SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_M;Perhaps one of these will entice you?;SAMPLE TEXT 334

SPECIAL_NODES_RARECARDSINTRO_REPEAT_#4_861_F;;SAMPLE TEXT 335

BOSS_DIALOGUE_PROSPECTORPREINTRO_886_M;The trees seemed to close in around you as a chill mist descended.;SAMPLE TEXT 336

BOSS_DIALOGUE_PROSPECTORPREINTRO_886_F;;SAMPLE TEXT 337

BOSS_DIALOGUE_PROSPECTORPREINTRO_348_M;In the distance you could hear the clinking of metal on stone.;SAMPLE TEXT 338

BOSS_DIALOGUE_PROSPECTORPREINTRO_348_F;;SAMPLE TEXT 339

BOSS_DIALOGUE_PROSPECTORPREINTRO_781_M;A hobbled figure stood in your path...;SAMPLE TEXT 340

BOSS_DIALOGUE_PROSPECTORPREINTRO_781_F;;SAMPLE TEXT 341

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_M;The incessant clank-clank-clanking reverberated between your ears.;SAMPLE TEXT 342

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_897_F;;SAMPLE TEXT 343

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_M;The path ahead was blocked by a grotesque figure...;SAMPLE TEXT 344

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#1_505_F;;SAMPLE TEXT 345

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_M;A chill mist closed in around you.;SAMPLE TEXT 346

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_010_F;;SAMPLE TEXT 347

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_M;You were not alone.;SAMPLE TEXT 348

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_327_F;;SAMPLE TEXT 349

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_M;A figure emerged from the fog.;SAMPLE TEXT 350

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#2_862_F;;SAMPLE TEXT 351

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_M;You passed a massive empty bowl, surrounded by heaps of unidentifiable giblets and scantlings.;SAMPLE TEXT 352

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_834_F;;SAMPLE TEXT 353

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_M;It seemed the bowl was designed for a dog.;SAMPLE TEXT 354

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_603_F;;SAMPLE TEXT 355

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_M;But what earthly hound would require a meal of that size?;SAMPLE TEXT 356

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#3_084_F;;SAMPLE TEXT 357

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_M;The trees closed in tight around you, creating an impenetrable brush.;SAMPLE TEXT 358

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_727_F;;SAMPLE TEXT 359

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_M;The only way out was forward.;SAMPLE TEXT 360

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_406_F;;SAMPLE TEXT 361

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_M;And the hobbled shape of a man stood in that way.;SAMPLE TEXT 362

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#4_056_F;;SAMPLE TEXT 363

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_M;A haunting clanking sound permeated the fog.;SAMPLE TEXT 364

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#5_012_F;;SAMPLE TEXT 365

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_M;The trees closed in tight around you...;SAMPLE TEXT 366

BOSS_DIALOGUE_PROSPECTORPREINTRO_REPEAT_#6_038_F;;SAMPLE TEXT 367

BOSS_DIALOGUE_PROSPECTORINTRO_483_M;Heeeeeeee-haaw! 'Twas [c:bR]The Prospector[c:]!;SAMPLE TEXT 368

BOSS_DIALOGUE_PROSPECTORINTRO_483_F;;SAMPLE TEXT 369

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_M;Twas [c:bR]The Prospector[c:]! Heeeeeeee-haaw!;SAMPLE TEXT 370

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#1_817_F;;SAMPLE TEXT 371

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_M;Stand in the way o' me gold?! Be darned!;SAMPLE TEXT 372

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#2_724_F;;SAMPLE TEXT 373

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_M;Where's that hound o' mine?!;SAMPLE TEXT 374

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#3_646_F;;SAMPLE TEXT 375

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_M;Got any g-gold in that there skull?!;SAMPLE TEXT 376

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_166_F;;SAMPLE TEXT 377

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_M;Let me crack it open n' take a look!;SAMPLE TEXT 378

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#4_702_F;;SAMPLE TEXT 379

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_M;G-gold?! I can smell it!;SAMPLE TEXT 380

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#5_784_F;;SAMPLE TEXT 381

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_M;HEEE-HEE-HEE-HAAAAAAWWWWW!;SAMPLE TEXT 382

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_880_F;;SAMPLE TEXT 383

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_M;Twas [c:bR]The Prospector[c:]!;SAMPLE TEXT 384

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#6_034_F;;SAMPLE TEXT 385

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_M;HEE-HEE-HEEEEEERRE WE GO!;SAMPLE TEXT 386

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#7_367_F;;SAMPLE TEXT 387

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_M;Dag nab it! Now I got to kill ya!;SAMPLE TEXT 388

BOSS_DIALOGUE_PROSPECTORINTRO_REPEAT_#8_912_F;;SAMPLE TEXT 389

GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_M;You're out of space. There's no room for that card.;SAMPLE TEXT 390

GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_426_F;;SAMPLE TEXT 391

GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_M;There's nowhere for that card to be played.;SAMPLE TEXT 392

GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#1_211_F;;SAMPLE TEXT 393

GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_M;There's nowhere to put it.;SAMPLE TEXT 394

GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#2_148_F;;SAMPLE TEXT 395

GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_M;You're out of space.;SAMPLE TEXT 396

GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#3_689_F;;SAMPLE TEXT 397

GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_M;All your spaces are full.;SAMPLE TEXT 398

GAMEPLAY_HINTS_HINT_ALLSLOTSFULL_REPEAT_#4_971_F;;SAMPLE TEXT 399

BOSS_DIALOGUE_ANGLERPREINTRO_409_M;A foul smell invaded your nostrils and caused your throat to seize.;SAMPLE TEXT 400

BOSS_DIALOGUE_ANGLERPREINTRO_409_F;;SAMPLE TEXT 401

BOSS_DIALOGUE_ANGLERPREINTRO_939_M;A hulking man sat by a brackish pond with his feet submerged in the dark water.;SAMPLE TEXT 402

BOSS_DIALOGUE_ANGLERPREINTRO_939_F;;SAMPLE TEXT 403

BOSS_DIALOGUE_ANGLERPREINTRO_043_M;He pulled a hook from a pile of rotting fish and rose to his feet.;SAMPLE TEXT 404

BOSS_DIALOGUE_ANGLERPREINTRO_043_F;;SAMPLE TEXT 405

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_M;The mud tugged hard at your feet, forcing you to slow your pace.;SAMPLE TEXT 406

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_758_F;;SAMPLE TEXT 407

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_M;A rank odor caused your stomach to churn and your eyes to water.;SAMPLE TEXT 408

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_339_F;;SAMPLE TEXT 409

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_M;It was the rotting fish that hung from the branches around you.;SAMPLE TEXT 410

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_206_F;;SAMPLE TEXT 411

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_M;A huge man approached.;SAMPLE TEXT 412

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#1_971_F;;SAMPLE TEXT 413

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_M;You beheld an immense man slouched beside a mucky pond.;SAMPLE TEXT 414

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_297_F;;SAMPLE TEXT 415

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_M;He appeared to be tearing hunks of flesh from a fish corpse.;SAMPLE TEXT 416

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_300_F;;SAMPLE TEXT 417

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_M;Some chunks were thrown back to the pond, where a few ghoulish birds snapped them up.;SAMPLE TEXT 418

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_876_F;;SAMPLE TEXT 419

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_M;And some were sloppily pushed into the hulking man's mouth...;SAMPLE TEXT 420

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#2_540_F;;SAMPLE TEXT 421

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_M;What you first mistook for a misshapen boulder appeared to be a hulking man.;SAMPLE TEXT 422

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_562_F;;SAMPLE TEXT 423

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_M;You attempted to sneak past him...;SAMPLE TEXT 424

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_271_F;;SAMPLE TEXT 425

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_M;But your foot made contact with a metal bucket...;SAMPLE TEXT 426

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#3_345_F;;SAMPLE TEXT 427

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_M;A rotten scent caused you to retch.;SAMPLE TEXT 428

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_159_F;;SAMPLE TEXT 429

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_M;Doubled over, a mucky boot entered your field of view.;SAMPLE TEXT 430

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_765_F;;SAMPLE TEXT 431

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_M;You looked up to behold an unnaturally large figure.;SAMPLE TEXT 432

BOSS_DIALOGUE_ANGLERPREINTRO_REPEAT_#4_451_F;;SAMPLE TEXT 433

BOSS_DIALOGUE_ANGLERINTRO_377_M;I am [c:bR]The Angler[c:]. Go fish.;SAMPLE TEXT 434

BOSS_DIALOGUE_ANGLERINTRO_377_F;;SAMPLE TEXT 435

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_M;Go fish.;SAMPLE TEXT 436

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#1_742_F;;SAMPLE TEXT 437

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_M;You bring fresh fish?;SAMPLE TEXT 438

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_625_F;;SAMPLE TEXT 439

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_M;Easy choose.;SAMPLE TEXT 440

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#2_246_F;;SAMPLE TEXT 441

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_M;I am [c:bR]The Angler[c:].;SAMPLE TEXT 442

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_239_F;;SAMPLE TEXT 443

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_M;You are the fish.;SAMPLE TEXT 444

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#3_988_F;;SAMPLE TEXT 445

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_M;Bring fish?;SAMPLE TEXT 446

BOSS_DIALOGUE_ANGLERINTRO_REPEAT_#4_764_F;;SAMPLE TEXT 447

SPECIAL_NODES_TRAPPERINTRO_880_M;Care to look at me pelts?;SAMPLE TEXT 448

SPECIAL_NODES_TRAPPERINTRO_880_F;;SAMPLE TEXT 449

SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_M;I've the most exquisite pelts!;SAMPLE TEXT 450

SPECIAL_NODES_TRAPPERINTRO_REPEAT_#1_178_F;;SAMPLE TEXT 451

SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_M;Me pelts are clean.;SAMPLE TEXT 452

SPECIAL_NODES_TRAPPERINTRO_REPEAT_#2_614_F;;SAMPLE TEXT 453

SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_M;Ye won't find better pelts within a hunnerd miles!;SAMPLE TEXT 454

SPECIAL_NODES_TRAPPERINTRO_REPEAT_#3_249_F;;SAMPLE TEXT 455

SPECIAL_NODES_TRAPPERINTRO_REPEAT_#4_902_M;Me pelts are the finest.;SAMPLE TEXT 456

SPECIAL_NODES_TRAPPERINTRO_REPEAT_#4_902_F;;SAMPLE TEXT 457

SPECIAL_NODES_TRAPPERINTRO_REPEAT_#5_760_M;I've the finest pelts for sale.;SAMPLE TEXT 458

SPECIAL_NODES_TRAPPERINTRO_REPEAT_#5_760_F;;SAMPLE TEXT 459

SPECIAL_NODES_TRAPPEROUTRO_583_M;Th- thanks for yer business.;SAMPLE TEXT 460

SPECIAL_NODES_TRAPPEROUTRO_583_F;;SAMPLE TEXT 461

SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#1_092_M;Much appreciated.;SAMPLE TEXT 462

SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#1_092_F;;SAMPLE TEXT 463

SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#2_511_M;Thanks for yer patronage.;SAMPLE TEXT 464

SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#2_511_F;;SAMPLE TEXT 465

SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#3_119_M;Ye have me gratitude.;SAMPLE TEXT 466

SPECIAL_NODES_TRAPPEROUTRO_REPEAT_#3_119_F;;SAMPLE TEXT 467

SPECIAL_NODES_TRADERINTRO_043_M;Do you mind if I examine those pelts of yours?;SAMPLE TEXT 468

SPECIAL_NODES_TRADERINTRO_043_F;;SAMPLE TEXT 469

